"Artist and Title","Days","Pk","(x?)","Total","Today"
"VEN1 - Hakayet","151","64","","613,825","0"
"Ninho - Vérité","161","33","","612,894","0"
"Geolier - X CASO","136","82","","612,427","0"
"Адлер Коцба & Timran - Запах моей женщины","185","83","","612,331","0"
"Rkomi, Sfera Ebbasta & Junior K - NUOVO RANGE","154","101","","612,003","0"
"A.V.G - Я плачу","174","68","","611,558","0"
"Benson Boone - In The Stars","174","21","","611,549","0"
"Rocco Hunt & Ana Mena - A un passo dalla luna","138","81","","610,977","0"
"twocolors - Heavy Metal Love","179","68","","609,811","0"
"Jubël - Dancing in the Moonlight","141","45","","609,808","0"
"OneRepublic - Rescue Me","171","32","","609,380","0"
"Bausa & Apache 207 - Madonna","130","40","","609,376","0"
"Rocco Hunt - Ti volevo dedicare","146","103","","609,238","0"
"Apache 207 - Wieso tust Du dir das an","121","32","","609,085","0"
"Alex Warren - FEVER DREAM","64","14","","608,952","9,716"
"Fleetwood Mac - The Chain","--","203","","608,547","696"
"Måneskin - Torna a casa","143","98","","608,376","0"
"Taylor Swift - cardigan","54","4","","607,880","0"
"A Boogie wit da Hoodie - Look Back at It","156","72","","607,832","0"
"JONY - Ты пари","80","78","","607,150","167"
"Stromae - Santé","160","20","","606,969","0"
"BTS - SWIM","43","1","(x11)","606,020","8,252"
"Tiësto & KAROL G - Don't Be Shy","155","38","","605,931","0"
"Post Malone - I Fall Apart","153","76","","605,722","0"
"Jony - Аллея","164","106","","605,241","0"
"Frank Ocean - Lost","102","18","","604,914","0"
"Sigala & Ella Eyre - Came Here For Love","127","47","","604,676","0"
"Ultimo - I tuoi particolari","114","91","","604,413","0"
"Ed Sheeran - Photograph","7","162","","604,017","6"
"Tommy Cash - Espresso Macchiato","99","4","","603,925","0"
"KAROL G - PROVENZA","105","111","","603,729","0"
"CYGO - Panda E","180","80","","603,083","0"
"Дима Билан - Держи","180","119","","602,316","0"
"Miley Cyrus - Malibu","97","26","","602,205","0"
"RAF Camora & Ski Aggu - Liebe Grüsse","145","28","","602,162","0"
"The Black Eyed Peas - Rock That Body","105","9","","601,976","18"
"Franglish - Position","176","42","","601,784","0"
"KASIMIR1441, badmómzjay & WILDBWOYS - Ohne Dich","119","36","","601,604","0"
"Geolier - COME VUOI","123","101","","601,054","0"
"Dadju - Compliqué","200","36","","600,353","0"
"Coldplay - Adventure of a Lifetime","56","100","","600,289","30"
"Lil Peep & XXXTENTACION - Falling Down","58","4","","599,645","0"
"Coez - È sempre bello","117","104","","599,376","0"
"Trinidad Cardona - Dinero","84","11","","599,242","0"
"Jul - Toto et Ninetta","87","85","","599,083","114"
"Kelly Clarkson & Ariana Grande - Santa, Can't You Hear Me","145","21","","598,971","0"
"Jax Jones & Calum Scott - Whistle","172","30","","597,626","0"
"Koba laD - RR 9.1","172","56","","597,000","0"
"Little Mix - Sweet Melody","145","32","","595,085","0"
"Calvin Harris - Slide","92","18","","594,360","23"
"Mabel - Mad Love","127","29","","593,962","0"
"Jack Harlow - WHATS POPPIN","146","36","","593,509","0"
"Gesaffelstein & The Weeknd - Lost in the Fire","76","9","","593,166","0"
"The Weeknd - After Hours","70","6","","592,969","15"
"Belters Only & Jazzy - Make Me Feel Good","212","57","","592,590","0"
"Central Cee - Obsessed With You","152","29","","591,913","0"
"BEARWOLF - Валькирия","124","136","","590,925","1,517"
"PASHANIM & Ceren - Shabab(e)s im VIP","149","28","","590,887","545"
"Demi Lovato - Sorry Not Sorry","139","37","","590,558","0"
"Khalid - Young Dumb & Broke","155","50","","590,526","0"
"Męskie Granie Orkiestra 2021 - I Ciebie też, bardzo","--","482","","590,381","0"
"Ultimo - Cascare nei tuoi occhi","159","118","","590,264","0"
"Moya Mishel - Зима в сердце","188","54","","589,744","0"
"Tones And I - Fly Away","167","54","","589,689","0"
"Gemitaiz - Davide","166","106","","589,561","0"
"Zara Larsson & David Guetta - On My Love","189","44","","588,617","0"
"Olivia Rodrigo - bad idea right","80","6","","588,230","0"
"L2B - Tout Pour L'équipe","138","58","","587,309","595"
"P!nk - Walk Me Home","103","11","","586,684","0"
"Daryl Hall & John Oates - Jingle Bell Rock","166","29","","586,583","0"
"Drake - Rich Baby Daddy","130","15","","586,071","0"
"Luca-Dante Spadafora, Niklas Dee, Octavian, Peter Plate & Ulf Leo Sommer - Mädchen auf dem Pferd","151","52","","585,817","0"
"Miyagi & Andy Panda - Yamakasi","19","101","","585,219","0"
"Anuel AA & Bad Bunny - Hasta Que Dios Diga","10","179","","584,618","315"
"Quevedo - Columbia","150","83","","584,590","0"
"MACAN & A.V.G - Привыкаю","181","81","","584,209","0"
"Ozuna - Vaina Loca","160","111","","583,391","0"
"ELMAN - С неба","224","74","","582,646","591"
"Soolking - Tour du monde","233","62","","582,350","1,062"
"GUMA - Стеклянная","124","63","","582,063","0"
"El Profesor - Bella Ciao","134","59","","581,049","0"
"Harry Styles - American Girls","57","1","(x6)","581,046","5,582"
"Werenoi - Scarface","140","119","","580,490","1,746"
"Rauw Alejandro - Cúrame","--","230","","580,129","0"
"Мот - Капкан","--","270","","579,880","195"
"Damso - Feu de bois","115","39","","579,542","0"
"Natti Natasha & Ozuna - Criminal","110","158","","578,946","0"
"Icegergert & Zivert - БАНК","197","57","","578,673","2,639"
"Imagine Dragons - Wrecked","147","60","","578,449","0"
"Ava Max - Who's Laughing Now","131","41","","577,879","0"
"Werenoi, Damso & Ninho - Triple V","73","26","","577,609","367"
"Kygo & Rita Ora - Carry On","99","17","","577,114","0"
"Joji - Glimpse of Us","108","11","","576,828","0"
"Becky G & Natti Natasha - Sin Pijama","170","52","","576,792","0"
"Cream Soda - Никаких больше вечеринок","112","156","","576,087","0"
"Capital Bra - Benzema","126","34","","575,349","0"
"Slimane - Mon amour","102","10","","574,916","0"
"French Montana - No Stylist","116","19","","574,830","0"
"Pinguini Tattici Nucleari - Scrivile Scemo","11","152","","574,315","0"
"John Lennon, Yoko Ono & The Plastic Ono Band - Happy Xmas","117","6","","574,139","0"
"Bad Bunny & Tainy - Callaita","99","78","","574,082","0"
"Migos, Nicki Minaj & Cardi B - MotorSport","128","36","","573,628","0"
"Sia - Unstoppable","--","256","","573,527","58"
"Ariana Grande, Miley Cyrus & Lana Del Rey - Don't Call Me Angel","63","2","(x2)","573,186","0"
"Drake - Passionfruit","89","43","","573,109","103"
"Drake - Chicago Freestyle","85","6","","572,073","0"
"Werenoi - Pétunias","95","66","","572,046","765"
"Ed Sheeran & Travis Scott - Antisocial","64","6","","571,954","0"
"Dermot Kennedy - Power Over Me","57","127","","571,847","0"
"Tony Effe & GAIA - SESSO E SAMBA","155","55","","571,706","0"
"Nina Chuba - Wenn das Liebe ist","181","32","","571,377","0"
"DJ Smash - БЕГИ","182","65","","571,109","0"
"Pentatonix - Hallelujah","133","22","","570,477","0"
"Rauf & Faik - Детство","165","79","","570,403","0"
"HammAli & Navai & Jah Khalib - Боже, как завидую","80","66","","569,459","5"
"BLANCO - Paraocchi","115","106","","569,356","0"
"Zola & Koba LaD - Temps en temps","160","31","","568,818","0"
"Alan Walker & Ava Max - Alone, Pt. II","137","45","","567,635","0"
"Jax Jones - You Don't Know Me","93","29","","567,491","0"
"Selena Gomez - Fetish","77","15","","567,130","0"
"Jah Khalib - Лейла","124","104","","567,077","0"
"Dominic Fike - White Keys","67","13","","566,925","9,501"
"Alle Farben & ILIRA - Fading","151","67","","566,630","0"
"Myke Towers - LA FALDA","1","200","","566,531","181"
"Sangiovanni - malibù","140","65","","566,480","0"
"thasup - sr","174","76","","566,204","0"
"Maan & Goldband - Stiekem","129","136","","566,128","0"
"Heuss L'enfoiré - Moulaga","117","44","","565,839","0"
"Camila Cabello - Don't Go Yet","112","22","","565,199","0"
"Billie Eilish - BLUE","66","6","","564,366","0"
"Harry Styles - Golden","121","27","","564,328","0"
"Aaron Smith - Dancin","89","134","","564,267","0"
"Елена Темникова - Не модные","172","111","","564,252","0"
"Riton & Oliver Heldens - Turn Me On","194","54","","564,165","0"
"Camila Cabello - Crying in the Club","103","38","","562,078","0"
"Drake - IDGAF","63","3","(x4)","561,507","0"
"ROSALÍA & Yahritza Y Su Esencia - La Perla","159","6","","560,652","1,607"
"Olly & JVLI - Devastante","227","127","","560,241","0"
"StaySolidRocky - Party Girl","112","19","","560,115","0"
"Скриптонит - Животные","77","107","","559,276","0"
"Travis Scott - MELTDOWN","62","1","(x3)","559,163","7"
"Sfera Ebbasta - Tran Tran","118","111","","559,131","272"
"Stromae & Pomme - Ma Meilleure Ennemie","124","11","","558,975","0"
"AP$ENT - Можно я с тобой","125","60","","558,972","0"
"Miyagi & Эндшпиль - Untouchable","23","118","","558,971","38"
"Tiësto & Charli XCX - Hot In It","106","17","","558,470","0"
"Rkomi - PARTIRE DA TE","187","107","","558,025","0"
"Billie Eilish - SKINNY","86","3","(x2)","557,390","0"
"Jess Glynne - I'll Be There","105","27","","557,013","0"
"Artik & Asti - Неделимы","105","124","","556,974","0"
"Hozier - Take Me To Church","--","291","","556,869","22"
"Gambi - Hé oh","146","38","","556,607","0"
"Damso - Ε. Signaler","121","84","","555,686","0"
"Lost Frequencies, Elley Duhé & X Ambassadors - Back To You","155","36","","555,146","0"
"Achille Lauro - Incoscienti Giovani","120","66","","555,125","286"
"Dave & Fredo - Funky Friday","108","79","","554,975","0"
"Kylie Minogue - Padam Padam","138","20","","554,766","0"
"Pascal Letoublon - Friendships","183","77","","554,493","0"
"Black Eyed Peas & Shakira - GIRL LIKE ME","144","43","","554,462","0"
"Queen - Thank God It's Christmas","159","30","","554,402","0"
"Majestic & Boney M. - Rasputin","143","28","","554,335","0"
"Lazza & Lil Baby - CANZONE D'ODIO","120","83","","554,298","170"
"Suzan & Freek - Als Het Avond Is","46","147","","554,021","87"
"Лолита & Коста Лакоста - По-другому","114","139","","553,879","0"
"Mark Forster - Übermorgen","158","79","","553,864","0"
"Lana Del Rey - Video Games","14","37","","553,176","102"
"Maître Gims & Maluma - Hola Señorita","143","42","","552,755","0"
"Felix Jaehn - No Therapy","167","59","","552,629","0"
"SLAVA MARLOW - Снова я напиваюсь","160","55","","552,600","0"
"Aya Nakamura - Baby","146","28","","551,903","0"
"LSD - Thunderclouds","146","51","","551,746","0"
"Sfera Ebbasta - Cupido","146","76","","551,276","0"
"Capital Bra - Prinzessa","97","31","","550,977","0"
"Tiakola - Mode AV","141","40","","550,884","0"
"J. Cole - MIDDLE CHILD","111","17","","550,410","0"
"Selena Gomez - Bad Liar","79","22","","550,377","0"
"A Boogie wit da Hoodie - Swervin","149","58","","550,294","0"
"Zivert - ЯТЛ","147","83","","549,928","5"
"Ваня Дмитриенко - Настоящая","174","67","","549,763","241"
"Gunna & Future - pushin P","78","13","","548,926","0"
"MORGENSHTERN & Элджей - Cadillac","141","109","","548,851","0"
"Jul - Italia","71","44","","548,383","0"
"Achille Lauro - AMOR","167","106","","547,206","516"
"Sean Paul - No Lie","106","37","","547,153","0"
"Joel Corry - Sorry","122","87","","547,119","0"
"KAROL G - AMARGURA","--","252","","547,100","363"
"Sabrina Carpenter - Juno","160","36","","545,744","34"
"Rudimental, Charlotte Plank & Vibe Chemistry - Dancing is Healing","163","47","","545,374","0"
"Liaze - PARADISE","162","38","","544,589","0"
"Justin Bieber - Sorry","36","8","","543,941","5,815"
"Soso Maness - Petrouchka","137","36","","543,679","0"
"HENSY - Поболело и прошло","136","76","","543,556","0"
"Tones and I - Never Seen the Rain","143","45","","542,846","0"
"Shawn Mendes - It'll Be Okay","115","23","","542,605","0"
"Big Baby Tape & Aarne - Supersonic","148","60","","542,533","0"
"Billie Eilish - my strange addiction","56","4","","542,168","0"
"Don Toliver - No Idea","106","25","","541,823","0"
"Calvin Harris - By Your Side","98","14","","541,596","0"
"Ricchi & Poveri - Sarà perché ti amo","34","128","","541,039","753"
"Sam Fischer - This City","166","68","","540,218","0"
"CIVO - Weg von mir","150","40","","540,119","0"
"A.V.G & Goro - Она близко","143","126","","539,816","0"
"Carl Brave - Fotografia","160","114","","538,753","0"
"Jonas Brothers - What a Man Gotta Do","121","30","","537,541","0"
"Salmo - 90MIN","122","103","","537,224","0"
"Billie Eilish - i love you","53","18","","537,131","0"
"The Kooks - Naive","--","391","","536,453","344"
"Post Malone - Hollywood's Bleeding","77","4","","536,004","0"
"Pinguini Tattici Nucleari - Bottiglie Vuote","163","108","","535,975","180"
"Bella Kay - iloveitiloveitiloveit","71","16","","535,402","7,919"
"Florence + The Machine - Dog Days Are Over","--","215","","534,697","341"
"Marracash - GLI SBANDATI HANNO PERSO","79","92","","534,516","301"
"Shiva - Un Altro Show","67","135","","534,381","0"
"Ваня Дмитриенко & Аня Пересильд - Силуэт","191","62","","533,262","1,876"
"Ali Gatie - What If I Told You That I Love You","99","18","","533,179","0"
"SDM - Redescends","146","61","","533,107","0"
"Taylor Swift - The Life of a Showgirl","53","6","","532,606","0"
"Skryptonite - Moskva lyubit...","--","225","","532,373","32"
"Bearwolf - GODZILLA","149","88","","532,201","150"
"Marshmello & Jonas Brothers - Leave Before You Love Me","127","51","","531,754","0"
"Aya Nakamura - Dégaine","139","23","","531,709","0"
"*NSYNC - Bye Bye Bye","91","15","","531,703","0"
"$OHO BANI, Herbert Groenemeyer & Ericson - ZEIT, DASS SICH WAS DREHT","163","34","","531,648","0"
"Megan Thee Stallion - Savage Remix","85","26","","530,294","0"
"Ozuna - Hey Mor","--","214","","530,219","128"
"Childish Gambino - This Is America","60","7","","529,221","0"
"SiraOne & BHZ - Powerade","150","41","","528,829","0"
"RSAC - NBA","148","79","","528,294","0"
"Lewis Capaldi - Grace","29","131","","528,060","0"
"AYLIVA - Weißes Haus","134","29","","527,590","0"
"Leto - Mapessa","70","40","","527,302","0"
"Takagi & Ketra, Omi & Giusy Ferreri - JAMBO","139","67","","527,191","0"
"Anuel AA & Haze - Amanece","--","263","","527,052","134"
"Jazzy - Giving Me","174","59","","526,939","0"
"MACAN - Как же","174","91","","526,654","73"
"Maître Gims - La même","133","33","","526,240","0"
"Benson Boone - Sorry I'm Here For Someone Else","179","50","","526,129","67"
"Aya Nakamura - Plus Jamais","125","39","","526,102","0"
"Artik & Asti - Истеричка","141","68","","525,792","0"
"JONY - Ты беспощадна","132","69","","525,299","0"
"Felix Jaehn & Ray Dalton - Call It Love","155","65","","524,974","0"
"Ninho - Intro","126","34","","523,527","0"
"MARUV & Boosin - Drunk Groove","160","89","","523,124","0"
"PARTYNEXTDOOR & Rihanna - BELIEVE IT","95","10","","522,951","0"
"SDP, Sido & Esther Graf - Mama hat gesagt","112","81","","522,479","0"
"Tananai - TANGO","113","73","","521,079","0"
"TRIANGLE DES BERMUDES - Charger","120","36","","520,914","239"
"Ava Max - EveryTime I Cry","120","47","","520,788","0"
"Big Baby Tape & kizaru - Bandana","90","68","","520,740","0"
"Taylor Swift - ...Ready For It","100","18","","520,524","0"
"AK Ausserkontrolle & Bonez MC - In meinem Benz","133","48","","519,752","0"
"Nekfeu - Tricheur","107","28","","519,560","0"
"ELMAN & JONY - Балкон","116","79","","518,946","0"
"Bosh - Djomb","110","34","","518,894","0"
"ART - Belgisches Viertel","125","53","","518,861","0"
"Franglish & KeBlack - Génération impolie","149","34","","518,829","1,008"
"Steve Lacy - Bad Habit","148","16","","518,671","0"
"Sido - Mit Dir","136","38","","518,634","0"
"Джарахов & Markul - Я в моменте","123","60","","518,516","0"
"Артур Пирожков - Зацепила","138","120","","517,975","0"
"Soolking & Dadju - Meleğim","136","41","","517,725","0"
"Vald - Désaccordé","158","54","","517,275","0"
"Pinguini Tattici Nucleari - Ricordi","137","83","","517,266","0"
"Dimitri Vegas & Like Mike, David Guetta & Daddy Yankee - Instagram","128","43","","517,225","0"
"Olly, Angelina Mango & Juli - Per due come noi","116","124","","516,821","575"
"Sfera Ebbasta & Elodie - Anche Stasera","85","70","","516,798","0"
"Tobias Rahim - STOR MAND","--","446","","516,746","230"
"Annalisa - Bellissima","143","109","","516,229","0"
"21 Savage - Bank Account","151","65","","515,626","0"
"PinkPantheress & Ice Spice - Boy's a liar, Pt. 2","83","4","","515,139","0"
"RIN - Dior 2001","107","49","","514,823","0"
"Ninho & Niska - Collabo","160","48","","514,803","0"
"Annalisa - Mon Amour","169","86","","514,394","0"
"Olly & Juli - Questa domenica","208","81","","514,102","1,478"
"Pierre Garnier - Ceux qu'on était","127","30","","513,699","0"
"The Prince Karma - Later Bitches","114","92","","513,176","0"
