"Video","Views","Yesterday"
"Naacho Naacho (Full Video) RRR - NTR, Ram Charan | M M Kreem | SS Rajamouli | Vishal Mishra & Rahul","717,869,434","251,760"
"The Calling - Wherever You Will Go (Official Video)","717,183,063","208,643"
"Otilia - Bilionera (official video)","715,988,205","49,926"
"Ozuna x Bad Bunny x Wisin x Almighty X Dj Luian X Mambo Kingz - Solita","715,763,710","107,916"
"TWICE ""TT"" M/V","714,858,760","40,576"
"BTS (방탄소년단) 'Permission to Dance' Official MV","714,395,639","127,310"
"Hua Hain Aaj Pehli Baar FULL VIDEO | SANAM RE | Pulkit Samrat, Urvashi Rautela | Divya Khosla Kumar","714,394,973","128,485"
"Kaun Hain Voh - Full Video | Baahubali - The  Beginning | Prabhas | Kailash K | MM Kreem, Manoj M","714,304,670","105,599"
"Reik, Maluma - Amigos Con Derechos","714,166,075","92,528"
"Son By Four - A Puro Dolor (Video)","714,075,198","326,046"
"Post Malone - Better Now","713,822,177","110,113"
"MC Kevinho - O Grave Bater  [Sintonia Soundtrack] (KondZilla)","713,508,064","67,717"
"Avril Lavigne - Girlfriend (Official Video)","713,443,782","100,979"
"Kylie Minogue - Can't Get You Out Of My Head (Official Video)","713,252,021","354,446"
"Nashe Si Chadh Gayi Song | Befikre | Ranveer Singh, Vaani Kapoor | Arijit Singh | Vishal and Shekhar","713,131,629","168,291"
"SanLuis, Chino y Nacho - Se Acabó (Video Oficial)","712,842,941","145,337"
"Spice Girls - Wannabe (Official Music Video)","712,498,554","91,956"
"Backstreet Boys - As Long As You Love Me (Official HD Video)","712,327,313","293,224"
"Enrique Iglesias - Loco (Official Music Video) ft. Romeo Santos","711,671,676","73,429"
"Dil Galti Kar Baitha Hai | Meet Bros Ft. Jubin Nautiyal | Mouni Roy | Manoj M | Ashish P | Bhushan K","711,362,213","258,292"
"J Balvin - Bobo (Official Video)","711,180,424","80,334"
"مهرجان بنت الجيران "" بهوايا انتي قاعده معايا "" حسن شاكوش و عمر كمال - توزيع اسلام ساسو","711,054,140","106,211"
"Enrique Iglesias - Bailando ft. Sean Paul, Descemer Bueno, Gente De Zona","710,445,631","169,169"
"The Black Eyed Peas - The Time (Dirty Bit)","708,755,685","113,353"
"Myke Towers - Lala (Video Oficial)","708,492,649","545,976"
"Vance Joy - 'Riptide' Official Video","707,355,774","363,086"
"La Adictiva - En Peligro De Extinción (Video Oficial)","706,757,544","13,256"
"Eden Muñoz - Chale (Video Oficial)","705,562,146","243,754"
"Becky G - POR EL CONTRARIO (Performance Video) ft. Ángela Aguilar, Leonardo Aguilar","704,825,983","566,059"
"ROSALÍA - DESPECHÁ (Official Video)","704,680,931","214,454"
"Reik - Ya Me Enteré (Official Video)","704,334,056","56,289"
"DILBAR Full Song | Satyameva Jayate | John Abraham Nora Fatehi | Tanishk B Neha Kakkar Ikka Dhvani","703,313,914","153,580"
"Lana Del Rey - Born To Die","703,264,610","127,694"
"Don Omar - Salio El Sol","701,936,381","247,998"
"Alec Benjamin - Let Me Down Slowly [Official Music Video]","701,892,832","169,474"
"Master KG - Jerusalema  [Feat. Nomcebo] (Official Music Video)","701,789,739","222,090"
"Wish - Diler Kharkiya Ft. Ginni Kapoor | New Song 2020 | Haryanvi songs | Ha Kar De Meri Moto Gaana","701,732,981","75,264"
"Patati Patatá - Comer Comer (DVD Coletânea de Sucessos)","700,910,818","158,849"
"FROZEN | Let It Go from Disney's FROZEN - performed by Idina Menzel | Official Disney UK","700,903,885","46,194"
"Rachel Platten - Fight Song (Official Video)","700,577,420","67,279"
"Tribo da Periferia - Imprevisível (Official Music Video)","700,541,191","152,633"
"Queen - Another One Bites the Dust (Official Video)","700,358,659","122,348"
"Eros Ramazzotti - La Cosa Mas Bella (Più Bella Cosa) (Official Video)","699,818,280","179,122"
"Pablo Alborán - Solamente Tú (Videoclip Oficial)","699,732,712","80,417"
"Iggy Azalea - Black Widow ft. Rita Ora","699,149,922","38,462"
"LUGAR SECRETO | CLIPE OFICIAL | EP CÉU | GABRIELA ROCHA","698,678,860","125,283"
"Katy Perry - Swish Swish (Official) ft. Nicki Minaj","698,399,660","16,797"
"Rammstein - Du Hast (Official 4K Video)","698,109,810","241,260"
"Henrique e Juliano - Flor E O Beija-Flor part. Marília Mendonça - DVD Novas Histórias","697,725,414","103,464"
"Nirvana - Come As You Are (Official Music Video)","697,635,182","246,171"
"New Divide (Official Music Video) [4K Upgrade] - Linkin Park","696,913,915","147,123"
"Flo Rida - Wild Ones (feat Sia) [Official Video]","696,864,966","91,718"
"Arijit Singh: Pachtaoge | Vicky Kaushal, Nora Fatehi |Jaani, B Praak, Arvindr Khaira | Bhushan Kumar","696,474,810","71,587"
"Full Video :Illegal Weapon 2.0|Street Dancer 3D |Varun D,Shraddha K,Nora|Tanishk B,Jasmine S,Garry S","696,026,576","173,014"
"She Don't Know: Millind Gaba Song | Shabby | Haan Din Vichon Tere Layi Time | Latest Hindi Song","695,333,148","66,814"
"Lady Gaga - Bloody Mary (TikTok Remix | Speed Up) | Wednesday Dance Scene","694,934,058","223,544"
"Midian Lima - Jó - COM LETRA (VideoLETRA® oficial MK Music)","692,491,216","146,423"
"TWICE ""FANCY"" M/V","692,472,147","89,486"
"Ariana Grande - positions (official video)","692,450,590","134,313"
"Ve Maahi | Kesari | Akshay Kumar & Parineeti Chopra | Arijit Singh & Asees Kaur | Tanishk Bagchi","692,225,869","48,141"
"SAKHIYAAN (Full Song) Maninder Buttar | MixSingh | Babbu | Punjabi Songs | Sakhiyan | Ishtar Punjabi","691,643,473","109,882"
"AC/DC - Highway to Hell (Live At River Plate, December 2009)","691,383,218","89,394"
"Calum Scott, Leona Lewis - You Are The Reason (Duet Version)","691,334,263","158,328"
"Luis Fonsi, Daddy Yankee - Despacito (Audio) ft. Justin Bieber","691,012,092","34,794"
"Alok, Bruno Martini feat. Zeeba - Hear Me Now (Official Music Video)","690,949,987","199,192"
"Jonas Blue - Fast Car ft. Dakota (Official Video)","690,731,074","156,356"
"Lyrical: Chammak Challo | Ra One | ShahRukh Khan | Kareena Kapoor","690,649,378","353,370"
"Mr. Probz - Waves (Robin Schulz Remix Radio Edit)","690,419,700","114,679"
"Shakira - Loca (Spanish Version) ft. El Cata","690,406,474","63,961"
"Where You Are (From ""Moana""/Sing-Along)","689,635,881","343,449"
"Marc Seguí - Tiroteo Remix ft. Rauw Alejandro y Pol Granch (Videoclip Oficial)","689,194,183","409,172"
"The Black Eyed Peas - Meet Me Halfway (Official Music Video)","689,163,047","264,005"
"Daddy Yankee - Sígueme y Te Sigo (Video Oficial)","689,047,548","41,334"
"Café Tacvba - Eres (Video Oficial)","688,580,735","215,232"
"Plan B - Es Un Secreto [Official Video]","688,453,741","280,360"
"Wisin & Yandel, Jennifer Lopez - Follow The Leader (Official Video) ft. Jennifer Lopez","688,434,690","45,634"
"Meghan Trainor - Dear Future Husband (Official Video)","688,087,938","38,695"
"Dimitri Vegas, Martin Garrix, Like Mike - Tremor (Official Music Video)","687,459,074","46,752"
"Dua Lipa - Be The One (Official Music Video)","687,455,691","123,491"
"Rema - Calm Down (Official Music Video)","687,316,241","162,180"
"Kanye West & Lil Pump - I Love It feat. Adele Givens [Official Music Video]","687,093,545","52,897"
"Aventura - El Perdedor","686,876,507","191,928"
"Shaggy - Angel ft. Rayvon","686,698,024","210,142"
"Guns N' Roses - Welcome To The Jungle","686,682,380","175,522"
"Starship - Nothing's Gonna Stop Us Now (Official Music Video) [HD]","686,449,395","370,070"
"Imagine Dragons - Natural","686,392,615","117,424"
"Taaron Ke Shehar Song: Neha Kakkar, Sunny Kaushal | Jubin Nautiyal,Jaani | Bhushan Kumar | Arvindr K","686,108,806","65,066"
"Srivalli (Video) | Pushpa | Allu Arjun, Rashmika Mandanna | Javed Ali | DSP | Sukumar","685,771,225","42,045"
"Kendrick Lamar, SZA - All The Stars","685,536,826","445,800"
"Naah -  Harrdy Sandhu Feat. Nora Fatehi | Jaani | B Praak | Official Music Video","685,475,686","111,607"
"Ed Sheeran - Give Me Love (Official Music Video)","685,312,854","26,332"
"Shakira, Rauw Alejandro - Te Felicito (Official Video)","685,251,555","71,602"
"Thoda Thoda Pyaar | Sidharth Malhotra,Neha Sharma|Stebin Ben,Nilesh Ahuja,Kumaar|Zee Music Originals","684,574,020","51,481"
"BANDA MS - NO ME PIDAS PERDÓN (VIDEO OFICIAL)","684,141,060","22,615"
"Sean Paul - I'm Still In Love With You (Official Video)","683,530,211","434,000"
"[MV] MOMOLAND (모모랜드) _ BBoom BBoom (뿜뿜)","683,300,299","67,326"
"ABBA - Gimme! Gimme! Gimme! (A Man After Midnight)","683,239,089","404,347"
"The Duck Song","683,159,074","143,823"
"Plan B - Mi Vecinita","683,002,752","110,558"
"Skrillex & Damian ""Jr. Gong"" Marley - Make It Bun Dem [OFFICIAL VIDEO]","682,641,466","90,187"
"Aventura, Bad Bunny - Volví (Video Oficial)","682,133,494","134,727"
"Laundiya London Se Layenge | लवंडिया लंदन से लाएँगे | #Ritesh Pandey | - @WorldwideRecordsBhojpuri","681,823,553","91,938"
"Meghan Trainor - NO (Official Video)","681,722,457","33,826"
"Jemaine Clement - Shiny (from Moana) (Official Video)","681,584,998","133,922"
"Aya Nakamura - Copines (Clip officiel)","679,156,264","397,214"
"Elton John, Dua Lipa - Cold Heart (PNAU Remix) (Official Video)","678,843,759","167,539"
"Saiyaara Title Song | Ahaan Panday, Aneet Padda | Tanishk Bagchi, Faheem A, Arslan N | Irshad Kamil","678,182,119","730,494"
"Gucci Mane, Bruno Mars, Kodak Black - Wake Up in The Sky [Official Music Video]","677,094,125","115,934"
"Santana - Maria Maria (Official Video) ft. The Product G&B","676,793,088","184,205"
"KEVIN ROLDAN, Bryant Myers, Lyanno - HASTA ABAJO","676,522,804","183,229"
"BTS (방탄소년단) 'ON' Kinetic Manifesto Film : Come Prima","676,321,316","105,897"
"KAROL G - Ocean (Official Video)","675,102,457","55,099"
"G-Eazy x Bebe Rexha - Me, Myself & I (Official Video)","674,920,220","63,804"
"Dua Lipa - Break My Heart (Official Video)","674,880,943","130,725"
"Gucci Mane - I Get The Bag feat. Migos [Official Music Video]","674,816,834","84,938"
"The Medley Song | Mujhse Dosti Karoge | Hrithik Roshan, Kareena Kapoor, Rani Mukerji, Uday Chopra","674,705,316","171,619"
"Queen - We Will Rock You (Official Video)","674,470,351","131,101"
"Marília Mendonça - Infiel (Vídeo Oficial)","673,939,508","51,253"
"Alan Walker, Sabrina Carpenter & Farruko  - On My Way","673,723,009","212,777"
"Céline Dion - I'm Alive (Official HD Video)","673,019,676","274,935"
"Sumit Goswami - Feelings | KHATRI | Deepesh Goyal | Haryanvi Song 2020","672,728,380","64,492"
"Daddy Yankee & Wisin y Yandel - Si Supieras (Video Oficial)","672,703,557","161,178"
"Galantis - No Money (Official Video)","672,528,119","31,373"
"Yo Yo Honey Singh: DIL CHORI (Video) Simar Kaur, Ishers | Hans Raj Hans | Sonu Ke Titu Ki Sweety","672,528,023","138,673"
"Grupo Firme -  Ya Superame - (Video Oficial)","672,427,872","137,889"
"Trueno, Nicki Nicole, Bizarrap - MAMICHULA","672,215,331","135,305"
"JESSE & JOY - Dueles (Video Oficial)","672,093,433","105,710"
"'Gallan Goodiyaan' Full VIDEO Song | Dil Dhadakne Do | T-Series","671,329,683","287,661"
"Sean Paul - She Doesn't Mind (Official Video)","671,292,558","174,516"
"Phil Collins - Another Day In Paradise (Official Music Video)","671,274,426","238,004"
"Wisin & Yandel, Romeo Santos - Aullando (Official Video)","671,215,414","100,349"
"حسين الجسمي -  بالبنط العريض (حصرياً) | 2020","671,146,440","50,438"
"MUSliM - Etnaset | Music Video - 2021 | مسلم - اتنسيت","670,561,424","204,180"
"Grupo Firme - Gerardo Coronel ""El Jerry"" - Qué Onda Perdida (Video Oficial)","670,429,917","330,361"
"Amenazzy ft. Lary Over - Solo (Video Oficial)","669,774,745","239,286"
"Guru Randhawa: MADE IN INDIA | Bhushan Kumar | DirectorGifty | Elnaaz Norouzi | Vee","669,662,517","69,834"
"Ferrugem - Sinto sua Falta, É Natural, Pra Você Acreditar e Pirata e Tesouro ""DVD Chão De Estrelas""","669,200,388","169,891"
"P!nk - Try (Official Video)","669,195,333","128,056"
"Santa Fe Klan, Nanpa Basico - Te Ire A Buscar","668,741,037","183,909"
"Same Beef Song | BOHEMIA | Ft. Sidhu Moose Wala | Byg Byrd | Punjabi Song | Rap Song | Music Video","668,555,429","327,480"
"Maan Meri Jaan | Official Music Video | Champagne Talk | King","667,817,795","169,743"
"Travie McCoy: Billionaire ft. Bruno Mars [OFFICIAL VIDEO]","667,714,804","115,611"
"G-Eazy - No Limit REMIX ft. A$AP Rocky, Cardi B, French Montana, Juicy J, Belly","667,701,910","105,308"
"EXO 엑소 'Love Shot' MV","667,579,800","86,964"
"Rkm & Ken-Y ❌ Natti Natasha - Tonta [Official Video]","667,307,868","82,171"
"GIMS, Maluma - Hola Señorita (Maria) [Official Video]","667,245,575","108,524"
"MC Kevin - Cavalo de Troia (GR6 Filmes) Djay W","667,130,723","187,297"
"YOASOBI「アイドル」 Official Music Video","666,601,687","181,345"
"BAD BUNNY - SI ESTUVIÉSEMOS JUNTOS | X100PRE (Video Oficial)","666,575,239","142,575"
"Grupo Firme  - Carin Leon  - El Toxico - (Video Oficial)","666,538,556","127,469"
"Vanilla Ice - Ice Ice Baby (Official Music Video)","666,516,775","167,732"
"Jon Z - 0 Sentimientos (Remix) ft. Baby Rasta, Noriel, Lyan, Darkiel, Messiah [Official Video]","665,447,582","241,407"
"GIMS - Sapés comme jamais (Clip officiel) ft. Niska","665,197,915","113,223"
"Daddy Yankee ft. Ozuna - La Rompe Corazones (Video Oficial)","665,063,418","16,906"
"राते दिया बुताके | Pawan Singh | Amrapali Dubey | Indu Sonali | Rate Diya Butake | Satya Movie Song","664,887,432","82,314"
"One Direction - You & I","664,570,945","68,820"
"Marshmello - Stars (Official Music Video)","664,436,701","128,332"
"BIGBANG - FANTASTIC BABY M/V","664,026,277","107,946"
"BAD BUNNY - YO PERREO SOLA | YHLQMDLG (Video Oficial)","663,296,337","127,281"
"CNCO - Quisiera (Official Video)","663,098,065","30,928"
"Future - Mask Off (Official Music Video)","663,014,850","76,511"
"Tere Naam Humne Kiya Hai Full Song | Tere Naam | Salman Khan | Udit Narayan, Himesh Reshammiya","662,853,807","325,287"
"Kamariya - Official Music Video | Jackky Bhagnani, Kritika | Darshan Raval | Lijo Gorge | Dj Chetas","662,219,725","69,841"
"50 Cent - Many Men (Wish Death) (Dirty Version)","661,700,112","159,888"
"Kygo & Selena Gomez - It Ain't Me (Audio)","661,486,341","68,834"
"Mere Wala Sardar (Official Video) - guri tere jeha hor na koi milya  | Jugraj Sandhu | Grand Studio","660,851,866","70,814"
"Bống Bống Bang Bang - Bé Bào Ngư | Nhạc Thiếu Nhi Vui Nhộn Vui Vẻ Dành Cho Các Bé","659,677,887","243,618"
"TWICE ""LIKEY"" M/V","659,543,311","47,348"
"K/DA - POP/STARS (ft. Madison Beer, (G)I-DLE, Jaira Burns) | Music Video - League of Legends","658,957,775","63,155"
"Tom Odell - Another Love (Zwette Edit)","658,475,612","63,593"
"Me Mata - Bad Bunny x Arcangel x Bryant Myers x Almighty x Noriel x Baby Rasta x Brytiago 🏌","658,056,180","106,909"
"Gerua - Shah Rukh Khan | Kajol | Dilwale | Pritam | Arijit Singh | Antara Mitra","657,706,699","199,496"
"Na Ja - Pav Dharia (Official Video) | 4K Video | Dance Hit | Punjabi Songs | #pavdharia  #najanaja","657,666,949","144,842"
"Harrdy Sandhu - Backbone | Jaani | B Praak | Zenith Sidhu | Official Music Video","656,779,458","51,824"
"Ella Mai - Boo'd Up","656,563,395","125,937"
"Oasis - Wonderwall (Official Video)","656,443,424","244,491"
"Michael Jackson - Remember the Time (Official Video - Upscaled)","656,236,822","710,179"
"GIMS - Bella (Clip officiel)","656,081,567","98,321"
"La Factoria - Perdoname ft. Eddy Lover","655,826,971","137,103"
"twenty one pilots - Chlorine (Official Video)","655,710,217","107,066"
"Main Tera Boyfriend Song | Raabta | Arijit S | Neha K Meet Bros | Sushant Singh Rajput Kriti Sanon","655,601,123","241,177"
"Jogi - Lyrical | Shaadi Mein Zaroor Aana | Rajkummar Rao, Kriti Kharbanda | Arko ft Aakanksha Sharma","655,405,466","401,269"
"Pia Mia - Do It Again ft. Chris Brown, Tyga","655,345,780","73,143"
"Rauw Alejandro, Chencho Corleone - Desesperados (Official Video)","655,343,482","264,713"
"Beyoncé, Shakira - Beautiful Liar","655,099,555","161,309"
"Aashiq Banaya Aapne Full Song | Himesh Reshammiya,Shreya Ghoshal | Emraan Hashmi, Tanushree","654,943,899","163,670"
"Zion x Ken-Y - More (La Formula) ft. Jory [Official Video]","654,615,817","335,080"
"Sebastián Yatra - Devuélveme El Corazón (Official Video)","653,890,400","137,746"
"PSY - 'That That (prod. & feat. SUGA of BTS)' MV","653,789,064","185,302"
"What A Beautiful Name - Hillsong Worship","653,402,374","176,999"
"Rels B - A MÍ (Videoclip Oficial)","653,193,318","161,329"
"Desiigner - Panda","652,832,048","120,123"
"LMFAO - Sorry For Party Rocking","652,737,171","55,537"
"Ne-Yo - Miss Independent [Official Video]","651,329,094","179,372"
"50 Cent - Just A Lil Bit","650,982,608","140,457"
"Damas Gratis - No te Creas Tan Importante (Feat Viru Kumbieron) VIDEO OFICIAL EN VIVO","650,790,986","99,674"
"Lil Wayne - Love Me (Explicit Version/Closed Captioned) ft. Drake, Future","650,559,570","168,201"
"Banda Tierra Sagrada - La buena y la mala (el dilema) VIDEO OFICIAL","650,299,612","144,200"
"Kamli Song | Dhoom:3 | Katrina Kaif,  Aamir Khan | Sunidhi Chauhan | Pritam | Amitabh Bhattacharya","650,213,418","197,501"
"She Move It Like - Official Video | Badshah | Warina Hussain | ONE Album","649,184,806","170,488"
"Eminem - Sing For The Moment (Official Music Video)","649,093,025","186,895"
"Rauw Alejandro, Mr. Naisgai - 2/Catorce","648,831,637","114,479"
"Nirvana - The Man Who Sold The World (MTV Unplugged)","648,768,062","143,418"
"Arijit Singh : Lambiyaan Si Judaiyaan With Lyrics | Raabta | Sushant Rajput, Kriti Sanon | T-Series","648,675,207","169,192"
"Don Omar - Virtual Diva","648,581,687","171,527"
"Rauw Alejandro ❌ Farruko - Fantasías (Video Oficial)","648,577,812","80,440"
"Green Day - 21 Guns [Official Music Video]","648,490,146","206,932"
"Patati Patatá - Superfantástico (DVD Coletânea de Sucessos)","648,055,566","210,859"
"Ed Sheeran & Justin Bieber - I Don't Care [Official Music Video]","647,795,638","95,456"
"Romeo Santos - Sobredosis (Official Video) ft. Ozuna","647,754,441","15,978"
"Jennifer Lopez - Dance Again (Official Video) ft. Pitbull","647,682,735","53,887"
"Maher Zain - Ya Nabi Salam Alayka (Arabic) | ماهر زين - يا نبي سلام عليك | Official Music Video","647,602,791","74,682"
"Marília Mendonça & Maiara e Maraisa - Coração Bandido (Vídeo Oficial)","647,185,426","140,355"
